Región ;Año;Población ocupada (total);Agricultura, ganadería, silvicultura y pesca;Explotación de minas y canteras;Industrias manufactureras;Suministro de electricidad, gas, vapor y aire acondicionado;Suministro de agua;Construcción;Comercio al por mayor y al por menor;Transporte y almacenamiento;Actividades de alojamiento y de servicio de comidas;Información y comunicaciones;Actividades financieras y de seguros;Actividades inmobiliarias;Actividades profesionales, científicas y técnicas;Actividades de servicios administrativos y de apoyo;Administración pública y defensa;Enseñanza;Actividades de atención de la salud humana y de asistencia social;Actividades artísticas, de entretenimiento y recreativas;Otras actividades de servicios;Actividades de los hogares como empleadores;Actividades de organizaciones y órganos extraterritoriales;No sabe / No responde /3
Región de La Araucanía (AR);2024;427,3570;54,0036;2,8356;38,8430;1,5396;4,2633;43,4331;77,1922;22,4802;19,0037;3,2400;3,4570;2,8006;6,6519;10,7710;32,1917;40,4862;31,8530;4,3871;11,4242;14,8748;0,0394;1,5858
Región de Los Ríos (LR);2013;175,9527;35,0653;0,9673;18,7302;0,4979;0,9615;15,3154;24,1841;9,0256;8,0895;2,6306;1,0773;0,6037;3,6533;3,3353;9,6441;18,1463;8,2718;1,5918;3,4039;10,6809;0,0771;
Región de Los Ríos (LR);2014;176,4840;34,0227;1,2167;22,9663;0,4101;1,0584;14,9621;21,2065;8,8362;7,9672;2,0243;2,6554;0,6576;3,7418;2,7115;10,3206;17,1406;8,5704;1,2176;3,9505;10,8476;0,0000;
Región de Los Ríos (LR);2015;178,7830;29,0904;0,9324;21,0171;0,6851;0,4550;17,0549;25,0852;9,8392;8,1671;1,7555;3,1713;0,6764;3,4617;2,6713;12,6615;15,9861;9,9425;1,8383;4,1567;10,1353;0,0000;
Región de Los Ríos (LR);2016;184,9695;27,5871;0,3850;21,5083;0,8431;0,5110;16,1270;28,5202;10,0527;8,6513;2,5665;2,1769;2,0092;3,8705;2,7393;12,1438;19,5569;10,3784;1,7503;3,8259;9,7660;0,0000;
Región de Los Ríos (LR);2017;193,7832;27,6884;0,6194;22,3070;0,8399;0,7959;19,0158;26,7553;10,1384;9,6744;2,0947;2,8987;1,7514;4,1647;3,0217;15,3493;17,8410;10,4691;3,0874;4,2156;11,0551;0,0000;
Región de Los Ríos (LR);2018;191,0592;28,4544;0,7191;19,4107;0,8353;1,5805;17,1112;25,9713;9,4528;11,9342;1,7147;2,0936;1,7703;4,5653;2,5639;14,2687;17,1467;10,5777;3,9935;4,3154;12,5800;0,0000;
Región de Los Ríos (LR);2019;189,8982;29,4364;0,2425;19,1970;0,8670;0,7755;17,0763;26,3329;11,5028;9,5541;2,3727;1,6793;2,3304;3,1862;3,1426;12,9568;19,9589;12,1294;2,7486;3,8329;10,5758;0,0000;
Región de Los Ríos (LR);2020;159,4690;24,4152;0,5383;16,1289;0,5674;0,5455;14,8943;22,0163;7,4389;7,2207;1,3952;1,6789;0,5766;4,0402;3,6240;12,6427;17,6696;11,8592;1,2788;3,2890;7,0131;0,0000;0,6360
Región de Los Ríos (LR);2021;162,9605;20,8228;0,4562;19,1783;0,9334;1,3748;17,4845;24,3934;6,9888;5,2501;1,9686;1,8731;1,2460;3,3725;3,7368;11,5645;18,5276;11,7899;0,5907;3,4283;7,5392;0,0000;0,4410
Región de Los Ríos (LR);2022;176,2921;22,3533;0,4247;19,9952;0,5628;1,2212;16,3690;28,0875;7,2312;7,6374;2,8231;1,8272;1,1772;4,4773;5,6156;12,4934;17,6470;11,4837;1,3469;3,8318;8,9762;0,0698;0,6407
Región de Los Ríos (LR);2023;177,9888;21,5099;0,8403;16,0956;0,2245;0,8941;16,6405;27,1862;8,3555;9,1455;2,6623;1,5235;0,8383;5,0119;5,8577;14,1280;18,6328;12,3162;2,0977;3,7081;9,2208;0,1403;0,9591
Región de Los Ríos (LR);2024;183,8670;21,3753;0,8888;17,2255;0,9721;1,2188;15,8390;27,3803;8,9913;10,5503;2,8413;1,3931;0,7077;5,2621;5,5661;15,9664;18,0758;13,8982;1,6836;4,3702;8,8138;0,0504;0,7969
Región de Los Lagos (LL);2013;396,7499;54,1492;0,3057;55,6899;1,2961;1,1432;34,1193;73,3345;30,3834;14,4524;4,8745;4,2998;3,3134;7,9719;6,7286;27,4254;34,0083;17,3039;3,4540;8,2587;14,2375;0,0000;
Región de Los Lagos (LL);2014;398,5662;55,1661;0,3976;53,5208;1,9361;2,2027;34,1061;72,9127;30,9145;14,3346;5,0415;5,1976;2,0586;8,1026;7,6844;25,6757;32,6580;17,5277;4,3938;8,6373;16,0979;0,0000;
Región de Los Lagos (LL);2015;397,2531;60,5237;0,1766;53,8346;2,1096;2,0918;33,0044;74,7041;27,3170;17,2629;4,3275;8,2527;1,6021;7,6752;6,7587;23,0429;30,6807;17,2704;3,6369;7,0916;15,8896;0,0000;
Región de Los Lagos (LL);2016;397,3004;62,8874;0,6528;49,1764;2,1876;1,8393;34,2040;73,4260;27,8040;19,1049;4,0670;8,4032;3,1655;9,0781;8,7390;21,9642;28,7019;18,2493;3,9561;5,7151;13,9785;0,0000;
Región de Los Lagos (LL);2017;403,3050;68,1484;0,4318;52,3409;4,3139;2,0441;30,4425;69,6400;27,1373;15,7343;4,3441;5,7336;1,9719;9,8229;8,2834;24,9562;33,0474;21,9474;3,8161;6,0184;13,1304;0,0000;
Región de Los Lagos (LL);2018;400,7625;63,7211;0,4843;52,7178;3,5584;1,4757;35,3616;66,3219;26,6736;17,2376;4,8546;3,6787;2,5044;9,7939;7,1181;28,3466;33,6493;19,7452;3,6075;6,1418;13,7704;0,0000;
Región de Los Lagos (LL);2019;415,2118;61,2436;0,3886;53,2952;2,7747;1,2982;37,4771;77,8264;28,0077;15,6978;3,4724;3,8913;1,9810;7,9412;9,2573;29,4829;35,1603;20,1565;1,9138;8,1913;15,7337;0,0208;
Región de Los Lagos (LL);2020;332,3105;46,2320;0,2846;42,4566;1,9294;0,8970;26,8001;61,2708;22,1348;11,3584;2,3796;4,4082;1,7300;7,7764;9,3191;31,5629;26,0627;17,8906;1,6146;6,7212;7,7336;0,0000;1,7479
Región de Los Lagos (LL);2021;331,6447;44,9360;0,1530;43,6089;2,1693;1,5547;29,0092;62,7035;24,2012;10,0614;2,1189;3,0375;1,7133;8,8860;7,7567;27,6384;28,3992;17,5042;0,9886;5,8560;8,6376;0,0000;0,7110
Región de Los Lagos (LL);2022;342,4646;40,7903;0,2900;52,4464;2,6229;1,8517;32,7794;58,0655;25,1255;12,9668;2,7661;2,0931;2,9479;11,3414;7,6724;22,0697;28,1072;19,8471;1,6579;5,5543;10,7730;0,0000;0,6959
Región de Los Lagos (LL);2023;368,7768;45,3395;0,3425;55,7150;2,0154;2,4707;34,0177;62,2360;26,2832;15,1693;3,3278;3,7768;2,5699;8,9162;8,3971;22,7438;32,7602;21,6137;2,8190;7,1301;10,1104;0,0000;1,0225
Región de Los Lagos (LL);2024;410,9803;55,1568;0,8140;52,0150;2,9370;3,0787;35,6480;74,3174;27,7074;19,1356;2,9092;2,4848;2,5098;10,6554;12,6595;29,9915;29,7851;24,5117;4,0023;7,7118;11,5623;0,0000;1,3871
Región de Aysén del General Carlos Ibáñez del Campo (AI);2013;51,9828;7,0257;1,1960;4,8819;0,4360;0,3239;4,4332;8,1956;2,6651;2,4069;0,7114;0,6490;0,0397;0,7660;0,8377;7,2451;4,5406;2,3832;0,5467;0,3650;2,3280;0,0063;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2014;53,4912;6,3482;0,9772;5,7106;0,4643;0,4934;4,4333;7,8800;2,5584;2,6745;0,8484;0,4838;0,0486;0,9936;1,0582;8,1562;4,4924;2,6205;0,3400;0,8573;2,0521;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2015;54,7663;6,7767;0,8195;5,1206;0,5413;0,4661;5,6128;7,3368;3,3825;3,0672;0,5589;0,5266;0,0133;1,0246;1,2383;7,4937;4,5948;3,5431;0,1842;0,9920;1,4734;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2016;55,9511;6,2603;0,9469;4,6954;0,3587;0,1836;5,7717;7,3596;2,9076;3,4626;0,5742;0,4716;0,1073;1,0898;1,3082;7,9576;5,7055;3,9304;0,1949;0,6480;2,0174;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2017;57,1828;5,5202;1,1536;4,4754;0,2993;0,3206;6,1596;8,3962;2,9289;3,3001;0,4286;0,5897;0,1149;0,8215;1,2294;8,3057;5,7281;3,8537;0,3647;1,0891;2,1035;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2018;57,5499;5,9922;0,7825;4,4448;0,1496;0,4993;6,1102;8,9030;3,4252;3,6848;0,4521;0,5183;0,0856;1,1494;1,2904;7,3048;5,0170;3,8818;0,6861;1,1459;2,0270;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2019;57,1956;6,3090;0,2705;4,1451;0,2868;0,3789;6,2517;8,5514;3,5770;4,9400;0,5590;0,5047;0,1826;0,8914;1,0770;7,2204;5,2479;3,6417;0,5331;1,1994;1,4279;0,0000;
Región de Aysén del General Carlos Ibáñez del Campo (AI);2020;53,9006;5,7555;0,3014;3,7966;0,4226;0,3724;5,9380;9,8140;2,8300;3,0280;0,2579;0,5188;0,1762;0,8909;0,9984;7,1750;5,5203;3,4420;0,2110;0,9997;1,2377;0,0000;0,2143
Región de Aysén del General Carlos Ibáñez del Campo (AI);2021;54,6808;4,9084;0,3471;4,0939;0,6263;0,3020;6,6703;8,3612;3,7685;3,0676;0,5164;0,2746;0,0881;1,1195;1,3828;7,5398;5,1151;3,3665;0,4762;1,3294;1,2562;0,0000;0,0708
Región de Aysén del General Carlos Ibáñez del Campo (AI);2022;57,9464;4,6806;0,6581;4,3839;0,6083;0,5394;6,4749;8,3008;3,5215;3,2667;0,6248;0,3967;0,1324;1,3495;1,7807;8,3508;5,6209;4,0068;0,6667;0,9927;1,5489;0,0000;0,0413
Región de Aysén del General Carlos Ibáñez del Campo (AI);2023;58,9358;5,0178;0,5189;4,3786;0,2643;0,3324;5,4190;9,1741;3,3800;3,1888;0,5349;0,5701;0,1099;1,2475;1,5888;10,0855;5,4644;4,6870;0,4006;0,9443;1,5468;0,0000;0,0821
Región de Aysén del General Carlos Ibáñez del Campo (AI);2024;58,7728;5,1824;0,5104;4,4473;0,3070;0,2476;5,3798;8,3888;3,3494;3,8828;0,5833;0,5311;0,1497;1,2855;2,0166;9,8169;5,2241;4,1921;0,5704;1,1474;1,5375;0,0000;0,0227
Región de Magallanes y de la Antártica Chilena (MA);2013;77,6189;4,4146;3,8162;6,1412;0,5487;0,1639;7,7655;12,7068;6,3486;4,6585;0,5435;2,4283;0,7672;2,0360;0,9982;11,7768;4,5305;3,3887;0,9951;1,1608;2,4298;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2014;81,5775;6,6804;4,2730;7,0211;0,7392;0,4600;7,3203;14,0854;5,8610;3,0783;0,9429;2,1663;0,7477;1,3217;1,3657;10,5429;6,6201;3,4444;0,9758;1,2081;2,7232;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2015;83,6373;7,4848;4,6796;6,4122;0,2287;0,2250;6,3135;12,5942;5,7930;4,9538;0,6607;1,7898;0,1991;1,5090;2,3488;11,3948;8,5203;3,5413;0,5666;1,7881;2,6340;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2016;85,6100;8,1075;4,2428;7,0085;0,1490;0,0299;6,5257;13,5612;5,2133;6,7754;0,6649;1,6151;0,2748;2,3807;1,2455;11,0396;7,6953;4,6802;0,8583;1,2496;2,2926;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2017;88,1141;6,2923;3,2542;6,6985;0,0469;0,1834;6,6468;14,5088;5,9169;6,2808;1,0024;1,8439;0,3565;1,7674;2,8976;11,2175;8,8940;5,4760;1,0171;1,4331;2,3798;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2018;92,9292;6,2734;3,2753;7,1287;0,0879;0,2519;6,2818;15,0484;6,3270;6,7544;1,2834;1,7580;0,1583;1,4831;2,8497;11,8367;11,1325;5,6154;0,9788;1,8741;2,5303;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2019;93,7735;5,7817;3,3137;7,6248;0,3918;0,1225;7,8646;14,6565;7,6039;6,5932;1,2472;0,9837;0,0660;1,9760;2,6518;11,8347;9,0938;6,6369;1,1884;1,7031;2,4389;0,0000;
Región de Magallanes y de la Antártica Chilena (MA);2020;80,9667;5,8973;1,9555;6,9717;0,2762;0,3779;7,1379;12,0096;4,5989;4,1660;0,8026;1,0064;0,2557;1,8976;2,1616;14,6285;6,5931;6,5374;0,7331;1,2200;1,6626;0,0000;0,0771
Región de Magallanes y de la Antártica Chilena (MA);2021;87,4386;5,7449;1,6599;6,8758;0,2982;0,2779;8,7649;14,3595;5,1613;4,9265;1,0166;1,2410;0,5461;1,7720;2,3293;12,8315;6,9168;7,9128;0,6584;1,7129;2,3548;0,0000;0,0773
Región de Magallanes y de la Antártica Chilena (MA);2022;92,9639;6,3142;2,2116;8,0938;0,4376;0,3491;9,3328;15,1581;6,8638;5,3439;1,1665;1,3615;0,5251;1,8095;2,2651;11,6364;7,3701;7,3842;0,8815;2,1414;2,2543;0,0136;0,0497
Región de Magallanes y de la Antártica Chilena (MA);2023;96,3331;6,0906;2,1126;8,3314;0,2557;0,4075;8,8488;16,0932;7,9150;5,4150;1,1193;1,0691;0,8454;2,5699;2,9198;11,0325;7,9598;7,5620;1,1780;2,2240;2,1859;0,0476;0,1500
Región de Magallanes y de la Antártica Chilena (MA);2024;96,5526;5,5102;1,8290;7,9205;0,4248;0,4878;8,8942;15,9269;8,8068;6,6929;1,1597;0,9426;0,7429;2,2019;3,3656;9,3910;8,6466;7,4086;1,1945;2,4243;2,0995;0,0000;0,4823
